created_at,location,Capres,Tweet,Translation,Compound_Score,Sentiments
Sat Feb 03 23:56:31 +0000 2024,Pekalongan,ganjar,aksi kompak dukung ganjar mahfud konser mtal kesan sejahtera kali lipat indonesia hebat ganjarmahfud salammtal coblos,"compact action to support Ganjar Mahfud, Mtal Concert, Impression of Prosperity, Indonesia, Great, Gangarmahfud Salammtal, vote",0.8271,Positif
Sat Feb 03 23:56:18 +0000 2024,,ganjar,pokok dukung ganjar mahfud,Just support Ganjar Mahfud,0.4019,Positif
Sat Feb 03 23:56:12 +0000 2024,"Jakarta Selatan, DKI Jakarta",ganjar,vs putar mantap ganjar mahfud,vs steady spin rewards Mahfud,0.4767,Positif
Sat Feb 03 23:56:11 +0000 2024,Malang,ganjar,hasil ganjar pimpin pemprov jateng integritas cermin pimpin ideal sejahtera lipat ganda indonesia makmur sentosa ganjarmahfud salammtal coblos,"results of the results of the leadership of the Central Java provincial government, the integrity of the ideal leadership mirror, prosperous folding, Indonesia, prosperous, sentosa, Gangarmahfud Salammtal, voting",0.9042,Positif
Sat Feb 03 23:55:54 +0000 2024,,ganjar,ok rakyat urus bela jng obyek kuasa ganjar wadas kendeng dll miris,"OK, the people are taking care of defending the object of their power to reward Wadas Kendeng, etc. It's sad",0.5859,Positif
Sat Feb 03 23:55:48 +0000 2024,Langsa,ganjar,hasil pemprov jateng hasil komitmen teguh ganjar juang integritas sejahtera indonesia jaya ganjarmahfud salammtal coblos,"results of the Central Java provincial government, the results of a firm commitment, reward for fighting, integrity, prosperity, Indonesia, Jaya, Ganjarmahfud Salammtal, vote",0.7506,Positif
Sat Feb 03 23:55:45 +0000 2024,,ganjar,dukung ganjar dukung demokrasi inklusif,support reward support inclusive democracy,0.8442,Positif
Sat Feb 03 23:55:42 +0000 2024,"Cirebon, Indonesia",ganjar,ganjar mahfud ajak seniman rajut kisah agam kampanye sejahtera indonesia jaya ganjarmahfud salammtal coblos,Ganjar Mahfud Invites Artists to Knit Religious Stories for Prosperous Indonesia Jaya Campaign Gangarmahfud Salammtal Vote,0.4767,Positif
Sat Feb 03 23:55:17 +0000 2024,Nusantara,ganjar,ganjar bukti perintah bersih efektif sejahtera indonesia jaya ganjarmahfud salammtal coblos,"Ganjar, proof of the clean, effective, prosperous, Indonesian Jaya order, Gangarmahfud Salammtal, vote",0.836,Positif
Sat Feb 03 23:55:14 +0000 2024,Yogyakarta,ganjar,konser mtal menang total hasil cipta suasana penuh semangat dukung setia ganjar mahfud ganjar pranowo rakyat buat rakyat ganjarmahfud salammtal coblos,mtal concert wins total results creates enthusiastic atmosphere loyal support Ganjar Mahfud Gangar Pranowo people for the people Ganjarmahfud Salammtal vote,0.9365,Positif
Sat Feb 03 23:55:02 +0000 2024,,ganjar,anjir ganjar bener bgt,Anjir Gangar is really right,0.0,Netral
Sat Feb 03 23:54:57 +0000 2024,Pekalongan,ganjar,ganjar pranowo capres milik visi cipta perintah transparan bersih korupsi ganjar pranowo hak baik ganjarmahfud salammtal coblos,"Ganjar Pranowo, presidential candidate's vision, creative order, transparent, clean, corruption, Ganjar Pranowo, good rights, Gangarmahfud Salammtal, vote",0.8591,Positif
Sat Feb 03 23:54:53 +0000 2024,,ganjar,bismiah yakim menang ganjar mahfud putar,"Bismillah, I'm sure you'll win, reward Mahfud for turning",0.8689,Positif
Sat Feb 03 23:54:45 +0000 2024,Depok,ganjar,dunia politik keras ganjar mahfud tahan mrakyatan rajin blusukan lupa esensi pimpin ganjar pranowo baik rakyat ganjarmahfud salammtal coblos,"the world of tough politics, punish Mahfud, hold back the people, diligently blusukan, forget the essence of leadership, Ganjar Pranowo, good people, Ganjarmahfud Salammtal, vote",-0.4404,Negatif
Sat Feb 03 23:54:36 +0000 2024,indonesia,ganjar,slalu serang megawatinya bahan fakta serang ganjar paslon ganjar mahfud figur layak suka bnyak mega gmn skrg bukti mega taat konstitusi jkw mnta period aja tolak,"Always attacking Megawatinya, factual material, Attacking the candidate pair, Ganjar Mahfud, a figure worthy of a lot of likes, what's going on now, Mega's proof of obeying the constitution, JKW asks for a period, just refuse.",-0.3612,Negatif
Sat Feb 03 23:54:22 +0000 2024,,ganjar,demokrasi adil ganjar,democracy is justly rewarded,0.4939,Positif
Sat Feb 03 23:54:19 +0000 2024,,ganjar,maju ganjar mahfud sukses,Go ahead and reward Mahfud with success,0.8126,Positif
Sat Feb 03 23:54:00 +0000 2024,Pekalongan,ganjar,ganjar mahfud gugah hati lapis masyarakat tagline no one left behind ganjar pranowo rakyat buat rakyat ganjarmahfud salammtal coblos,Ganjar Mahfud inspires the hearts of the people tagline no one left behind Ganjar Pranowo the people for the people Ganjarmahfud Salammtal vote,0.7184,Positif
Sat Feb 03 23:53:58 +0000 2024,Tarakan,ganjar,semangat ganjar mahfud cermin langkah serat kartini cipta perempuan perempuan daya ganjar pranowo bukti sejahtera ganjarmahfud salammtal coblos,"The spirit of Ganjar Mahfud mirrors the steps of Serat Kartini, women's creation, the power of Gangar Pranowo, proof of prosperity, Ganjarmahfud, Salammtal, vote.",0.4215,Positif
Sat Feb 03 23:53:56 +0000 2024,,ganjar,dukung ganjar mahfud terimakasih ahok,"support Ganjar Mahfud, thank you Ahok",0.6369,Positif
Sat Feb 03 23:53:53 +0000 2024,Jakarta,ganjar,ganjar aku gemar nonton porno tinggal rakyat,reward me for watching porn is left to the people,0.5719,Positif
Sat Feb 03 23:53:48 +0000 2024,ð¤«,ganjar,ganjar,reward,0.5719,Positif
Sat Feb 03 23:53:44 +0000 2024,Madiun,ganjar,soliditas dukung ganjar mahfud colok konser mtal ganda sejahtera raih makmur lanjut ganjarmahfud salammtal coblos,"Solidity supports Ganjar Mahfud plugs Mtal Ganda Sejahtera concert, achieves prosperity, continues Gangarmahfud Salam, Mtal casts vote",0.3612,Positif
Sat Feb 03 23:53:44 +0000 2024,Batu,ganjar,ganjar mahfud sekolah serat kartini bukti komitmen maju didik perempuan indonesia ganjar pranowo bukti sejahtera ganjarmahfud salammtal coblos,Ganjar Mahfud Serat Kartini School Proof of Commitment to Advance Indonesian Female Educators Ganjar Pranowo Proof of Prosperity Ganjarmahfud Salammtal Vote,0.3818,Positif
Sat Feb 03 23:53:36 +0000 2024,Indonesia,ganjar,tau ganjar jokowi,You know Jokowi's reward,0.5719,Positif
Sat Feb 03 23:53:34 +0000 2024,"Banyumas, Indonesia",ganjar,stadion utama gbk senayan jakarta penuh masyarakat dukung total pasang nomor urut ganjar mahfud ribu hadir semangat hajat rakyat konser mtal menang total ganjarmahfud,"The main stadium of GBK Senayan, Jakarta, was full of people supporting the total number of Ganjar Mahfud serial numbers, thousands of people present, the spirit of the people's wishes, the MTAL concert, the total win of Ganjarmahfud",0.8716,Positif
Sat Feb 03 23:53:28 +0000 2024,Batu,ganjar,ganjar pranowo pimpin integritas janji komitmen terap tindak ganjar pranowo bukti sejahtera ganjarmahfud salammtal coblos,"Ganjar Pranowo leads integrity, promise, commitment, implementation, action, Ganjar Pranowo, proof of prosperity, Ganjarmahfud Salammtal, vote",0.7579,Positif
Sat Feb 03 23:53:27 +0000 2024,ð®ð©,ganjar,klo waktu gibran pasang cawapresnya ganjar pedeipe marah nggak,"When Gibran installed his vice presidential candidate, he was rewarded for being angry",-0.0258,Negatif
Sat Feb 03 23:53:14 +0000 2024,"Jakarta Barat, DKI Jakarta",ganjar,puja suka puja gengsi prestasi tukang hoax teriak hoax wadas proyek lurah buly ganjar buzer teriak buzer muak,puja likes puja prestige achievement hoaxer shouts hoax wadas village head project bully reward buzer shouts buzer fed up,0.296,Positif
Sat Feb 03 23:53:11 +0000 2024,Lhokseumawe,ganjar,prestasi ganjar bukti integritas kunci utama menang percaya rakyat ganjar sejahtera ganjarmahfud salammtal coblos,"Ganjar's achievements are proof of integrity, the main key to winning the trust of the people Ganjar Prosperous Gangarmahfud Salammtal voting",0.9081,Positif
Sat Feb 03 23:53:06 +0000 2024,"Depok, Indonesia",ganjar,karya seni libat kampanye suara rakyat cermin aspirasi masyarakat agam ganjar pranowo bukti ganjarmahfud salammtal coblos,"works of art involved in the people's vote campaign, a reflection of people's aspirations, Agam Ganjar Pranowo, proof of Ganjarmahfud Salammtal voting",0.0,Netral
Sat Feb 03 23:52:55 +0000 2024,,ganjar,hati senang walo jalan kaki gak capek semangat menang ganjar,"My heart is happy even though I'm walking, I'm not tired of winning the reward",0.9048,Positif
Sat Feb 03 23:52:41 +0000 2024,,ganjar,keren keberania bpk dukung ganjar rela undur komisaris utama pt,"cool courage, Mr. BPK supports Ganjar and is willing to step down as the main commissioner of PT",0.7906,Positif
Sat Feb 03 23:52:39 +0000 2024,,ganjar,suara suara demokrasi suara ganjar,the voice of democracy the voice of retribution,0.0,Netral
Sat Feb 03 23:52:38 +0000 2024,Gorontalo,ganjar,konser mtal riah total hadir dukung ganjar mahfud cipta pandang gbk sejahtera indonesia jaya ganjarmahfud salammtal coblos,Mtal Riah's concert was totally present to support Ganjar Mahfud Cipta Selamat Gbk Sejahtera Indonesia Jaya Gangarmahfud Salammtal vote,0.4522,Positif
Sat Feb 03 23:52:31 +0000 2024,Kotamobagu,ganjar,capres peduli ganjar bukti integritas landas kokoh maju bangsa sejahtera indonesia jaya ganjarmahfud salammtal coblos,"Presidential candidate cares about reward, proof of integrity, solid foundation for progress, prosperous nation, Indonesia, Jaya, Ganjarmahfud Salammtal, vote",0.9413,Positif
Sat Feb 03 23:52:14 +0000 2024,Yogyakarta,ganjar,ganjar capres pilih bukti politik bersih cipta hasil sejahtera lipat ganda indonesia makmur sentosa ganjarmahfud salammtal coblos,"Ganjar presidential candidate chooses proof of clean politics, creates double prosperity results, Indonesia prosperous sentosa, Ganjarmahfud Salammtal votes",0.7845,Positif
Sat Feb 03 23:52:12 +0000 2024,Samarinda,ganjar,kerja pemprov jateng ganjar hasil implementasi bijak pro rakyat ganjar pranowo hak baik ganjarmahfud salammtal coblos,"work of the Central Java provincial government to reward the results of wise implementation, pro the people, reward Pranowo, good rights, Ganjarmahfud Salammtal, vote",0.9246,Positif
Sat Feb 03 23:52:05 +0000 2024,Magelang,ganjar,ganjar mahfud bijak hasil dengar suara rakyat mrakyat rajin blusukan prioritas ganjar pranowo rakyat ganjarmahfud salammtal coblos,Ganjar Mahfud Wise results from hearing the people's voice. The people are diligent in blusukan. The priority of Gangar Pranowo. The people of Gangarmahfud Salammtal vote.,0.4767,Positif
Sat Feb 03 23:51:58 +0000 2024,,ganjar,salah wo umur hidup nyapres melulu mentang duit berita kpu bentuk amp milu wo dengar pingin usia anda anies ganjar putar aki aki haus jabat hoahem,"Wrong, wo, how old is the presidential election, it's all about money, KPU news, shape, amp, Milu, listen, I want your age, Anies, reward, rotate the battery, thirst for office, Hoahem",0.2263,Positif
Sat Feb 03 23:51:47 +0000 2024,"Solo, Jawa Tengah",ganjar,putar putar ganjar mahfud,Turn around Mahfud's reward,0.5719,Positif
Sat Feb 03 23:51:34 +0000 2024,,ganjar,ganjar menang owi bui,reward for winning owi bui,0.7964,Positif
Sat Feb 03 23:51:33 +0000 2024,Tangerang,ganjar,dukung ganjar mahfud dukung raih indonesia cerah sejahtera kali lipat indonesia hebat ganjarmahfud salammtal coblos,"Support Ganjar Mahfud. Support to achieve a bright, prosperous Indonesia, a great Indonesia, Gangarmahfud Salammtal, vote.",0.9382,Positif
Sat Feb 03 23:51:29 +0000 2024,,ganjar,ganjar pimpin demokratis sahaja,just reward democratic leadership,0.5719,Positif
Sat Feb 03 23:51:25 +0000 2024,Jakarta Selatan,ganjar,program inklusi ganjar mahfud sasar anak anak indonesia ganjar pranowo bukti ganjarmahfud salammtal coblos,"Ganjar Mahfud's inclusion program targets Indonesian children, Ganjar Pranowo, proof of Ganjarmahfud Salammtal voting",0.0,Netral
Sat Feb 03 23:51:24 +0000 2024,Padangsidimpuan,ganjar,rakyat jawa barat sambut hangat restu guru bangsa ganjar bentuk dukung integritas jujur beliau juang ganjar sejahtera ganjarmahfud slankganjarmahfud coblos,"The people of West Java warmly welcome the blessing of the nation's teacher, Ganjar, in support of his honest integrity, fight, Ganjar Prosperous, Gangarmahfud, Slankganjarmahfud, vote.",0.9517,Positif
Sat Feb 03 23:51:16 +0000 2024,,ganjar,bagus giring opini ahok gak dukung ganjar mas komisaris utama gitu mundur turun gunung bro,"It's good that Ahok's opinion doesn't support the chief commissioner's punishment, so go back down the mountain, bro",-0.3732,Negatif
Sat Feb 03 23:50:57 +0000 2024,Salatiga,ganjar,ganjar mahfud perempuan indonesia unggul ilmu tahu terampil teknis didik sejahtera indonesia jaya ganjarmahfud salammtal coblos,"Ganjar Mahfud, Indonesian women, superior, knowledgeable, skilled, technical, education, prosperity, Indonesia, Jaya, Gangarmahfud, Salammtal, vote",0.5423,Positif
Sat Feb 03 23:50:56 +0000 2024,,ganjar,lucu udah fafifuwasweswos ujung ujung bilang ganjar jawa tonton kecewa dikirain opini bagus,"It's funny, fafifuwasweswos at the end said, reward Java, watch it, disappointed, thought it was a good opinion",0.7506,Positif
Sat Feb 03 23:50:54 +0000 2024,Malang,ganjar,kebrsamaan ganjar mahfud slank melambang satu kuat kukuh harap ganjar pranowo bukti ganjarmahfud salammtal coblos,"the unity of Ganjar Mahfud Slank symbolizes one strong, strong, hope Ganjar Pranowo proves Ganjarmahfud Salammtal vote",0.8591,Positif
Sat Feb 03 23:50:53 +0000 2024,,ganjar,dukung ganjar kuat menang,support the strong reward of winning,0.9201,Positif
Sat Feb 03 23:50:30 +0000 2024,,ganjar,bahas dblg slh mimpin slma th presiden ganjar,discuss dblg slh lead slma th year president reward,0.5719,Positif
Sat Feb 03 23:50:30 +0000 2024,"Cimahi, Indonesia",ganjar,kampanye ganjar mahfud bawa nilai nilai kreatif inklusif politik mainstream sejahtera lipat ganda indonesia makmur sentosa ganjarmahfud salammtal coblos,Ganjar Mahfud's campaign brings inclusive creative values ​​mainstream politics prosperous fold Indonesia prosperous sentosa Gangarmahfud Salammtal vote,0.8957,Positif
Sat Feb 03 23:50:17 +0000 2024, Indonesia,ganjar,pkb ganjar mahfud,pkb rewards mahfud,0.4767,Positif
Sat Feb 03 23:50:07 +0000 2024,,ganjar,keren ganjar dukung barbagai penjuru semangat nggeh indonesia,cool reward for supporting various corners of the spirit of Indonesian ngeh,0.8625,Positif
Sat Feb 03 23:50:07 +0000 2024,,ganjar,gasspoll ganjar mahfud pimpin indonesia,Gasspoll rewards Mahfud to lead Indonesia,0.4767,Positif
Sat Feb 03 23:50:00 +0000 2024,Jakarta Capital Region,ganjar,debat capres ganjar pranowo mahfud md pakai outfit ganjarmahfud ganjarpranowo gerakcepat mahfudmd indonesiaunggul indonesialebihbaik ganjarmahfud ganjarmahfudmnang,Ganjar Pranowo presidential candidate debate Mahfud MD wears Ganjar Mahfud's outfit Gangar Pranowo moves fast Mahfud MD Indonesia is superior Indonesia is better Ganjarmahfud Gangarmahfudmnang,0.7506,Positif
Sat Feb 03 23:49:55 +0000 2024,Tomohon,ganjar,capai pemprov jateng bukti integritas kunci utama bangun lanjut ganjar sejahtera ganjarmahfud salammtal coblos,Achieving the Central Java Provincial Government's proof of integrity is the main key to continuing to build a prosperous reward Gangarmahfud Salammtal vote,0.8555,Positif
Sat Feb 03 23:49:47 +0000 2024,,ganjar,maju dukung penuh ganjamahfud,Come forward and fully support Mahfud's reward,0.788,Positif
Sat Feb 03 23:49:45 +0000 2024,,ganjar,banget ganjar mahfud md,really rewarded Mahfud MD,0.5413,Positif
Sat Feb 03 23:49:44 +0000 2024,,ganjar,ganjar tinggal rakyat,reward the people,0.5719,Positif
Sat Feb 03 23:49:41 +0000 2024,,ganjar,ok ganjar demokrasi hidup kembang,"OK, reward democracy, live and thrive",0.5719,Positif
Sat Feb 03 23:49:37 +0000 2024,"Kota Manado, Sulawesi Utara",ganjar,gbk karna ganjar gbk konser gratis gnjrpastikalah gbk konsermtal slank,gbk because of reward gnjr free concert gnjrsurely gbk concert slank,0.7906,Positif
Sat Feb 03 23:49:31 +0000 2024,Bengkulu,ganjar,ganjar pranowo pimpin ubah tantang peluang hasil pemprov jateng ganjar pranowo bukti sejahtera ganjarmahfud salammtal coblos,Ganjar Pranowo leads change to challenge opportunities for Central Java provincial government results Gangar Pranowo Prosperity Prosper Gangarmahfud Salammtal vote,0.4404,Positif
Sat Feb 03 23:49:25 +0000 2024,Banjar,ganjar,anak muda bangga pimpin kayak ganjar mahfud bener bener solusi pasok pangan aman harga nak ganjar sejahtera ganjarmahfud salammtal coblos,young people are proud to lead like gajar mahfud really is a solution to safe food supply prices want to gagar prosperous Gangarmahfud salammtal vote,0.9255,Positif
Sun Feb 04 23:59:52 +0000 2024,,ganjar,ganjar pranowo rakyat,reward the people's Pranowo,0.5719,Positif
Sun Feb 04 23:59:45 +0000 2024,,ganjar,sukses ganjar,reward success,0.8126,Positif
Sun Feb 04 23:59:44 +0000 2024,indonesia,ganjar,ganjar sosok inspiratif beliau milik ahli pimpin milik peduli tinggi masyarakat,"As an inspirational figure, he is a leader who cares about society",0.743,Positif
Sun Feb 04 23:59:40 +0000 2024,tnr.,ganjar,ngetawain ganjar natural blonde wkwkwkwk,laugh at the natural blonde wkwkwkwk,0.7269,Positif
Sun Feb 04 23:59:34 +0000 2024,,ganjar,all in ganjar mahfud,all in reward Mahfud,0.5719,Positif
Sun Feb 04 23:59:28 +0000 2024,,ganjar,ganjar mahfud,replied Mahfud,0.0,Netral
Sun Feb 04 23:59:26 +0000 2024,,ganjar,contoh ganjar dimnapun ganjar rakyat,examples of rewards wherever people are rewarded,0.743,Positif
Sun Feb 04 23:59:23 +0000 2024,,ganjar,all in ganjar mahfud,all in reward Mahfud,0.5719,Positif
Sun Feb 04 23:59:17 +0000 2024,"Ciamis, Indonesia",ganjar,kompas pro ganjar wkwkwkwkwk kompas mpok mega,compass pro ganjar wkkwkwkwkwkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk…,0.0,Netral
Sun Feb 04 23:59:16 +0000 2024,Binjai,ganjar,ahok semangat positif momentum menang ganjar mahfud sejahtera indonesia hebat ganjarmahfud salammtal coblos,"Ahok, positive spirit, winning momentum, Ganjar Mahfud Prosperous Indonesia, Great, Ganjarmahfud Salammtal, vote",0.9423,Positif
Sun Feb 04 23:59:11 +0000 2024,"Jakarta, Indonesia",ganjar,ganjar pranowo aktivitas jakarta mahfud safari politik pasuruan kota batam,Ganjar Pranowo Jakarta Mahfud Activities Political Safari Pasuruan Batam City,0.0,Netral
Sun Feb 04 23:59:10 +0000 2024,"Jakarta, Indonesia",ganjar,ganjar khianat percaya rakyat tuanku rakyat,"reward for betraying the trust of the people, my lord, the people",0.5423,Positif
Sun Feb 04 23:59:09 +0000 2024,,ganjar,pasti ganjar sedia debat,definitely reward ready to debate,0.836,Positif
Sun Feb 04 23:59:09 +0000 2024,Jakarta,ganjar,ganjar dpturun tangan awas anggar bansos muncul isu bansos genjot potong anggar menteri,"reward dpstep down to watch out for social assistance fencing, the issue of social assistance increasing the minister's fencing arose",0.5719,Positif
Sun Feb 04 23:59:02 +0000 2024,"Jawa Tengah, Indonesia",ganjar,gazzpoll menang pasang ganjar mahfud md,Gazzpoll wins and places reward for Mahfud MD,0.8126,Positif
Sun Feb 04 23:58:54 +0000 2024,Indonesia,ganjar,dukung ganjar pimpin rakyat,support the rewards of leading the people,0.7003,Positif
Sun Feb 04 23:58:24 +0000 2024,,ganjar,ganjar emang sederhana gak milih mkan,reward is simply not choosing to eat,0.5719,Positif
Sun Feb 04 23:58:17 +0000 2024,indonesia,ganjar,kuasa jalan sederhana salut ganjar atikoh,The power of a simple path salutes Atikoh's reward,0.5719,Positif
Sun Feb 04 23:58:12 +0000 2024,,ganjar,doa ganjar moga keras bayar presentasi rencana program program,"prayer for reward, hope that you will be able to pay for the presentation of program plans",0.7351,Positif
Sun Feb 04 23:58:10 +0000 2024,,ganjar,pasti ganjar sedia debat,definitely reward ready to debate,0.836,Positif
Sun Feb 04 23:58:09 +0000 2024,indonesia,ganjar,rakyat pro ganjar tulus,people are sincerely pro reward,0.7783,Positif
Sun Feb 04 23:58:07 +0000 2024,Soloin aja,ganjar,faskes nakes ganjar,Health facilities reward health workers,0.5719,Positif
Sun Feb 04 23:57:54 +0000 2024,,ganjar,moga ganjar sempat adil usaha harga debat pilpres,Hopefully the reward will be fair in the efforts to price the presidential election debate,0.8271,Positif
Sun Feb 04 23:57:53 +0000 2024,,ganjar,ayam suka gula ganjar suka dedak,"Chickens like sugar, Gangar likes bran",0.6486,Positif
Sun Feb 04 23:57:51 +0000 2024,indonesia,ganjar,momentum sama ganjar sederhana pancar hati,Momentum and simple rewards radiate the heart,0.8074,Positif
Sun Feb 04 23:57:49 +0000 2024,,ganjar,gerbong psi mati kutu liat ahok bareng ganjar,The psi train died and saw Ahok with Gangar,-0.5574,Negatif
Sun Feb 04 23:57:43 +0000 2024,,ganjar,ganjar amp bu atikoh umpama gula kerubutin sehat,reward amp bu atikoh like healthy kerubutin sugar,0.836,Positif
Sun Feb 04 23:57:43 +0000 2024,,ganjar,gas poll ganjar mahfud,gas poll reward mahfud,0.5719,Positif
Sun Feb 04 23:57:42 +0000 2024,,ganjar,wkwkkw kemaren ngobrolin pa ganjar tu rambutny putih beneran semir,"Wow, yesterday I was talking about Mr Gangar, his hair was really polished white",0.5859,Positif
Sun Feb 04 23:57:41 +0000 2024,Indonesia,ganjar,ada teknologi ganjar tunjuk konferensi pers debat bagus,"there is reward technology, show good debate press conferences",0.765,Positif
Sun Feb 04 23:57:35 +0000 2024,Padang Panjang,ganjar,ganjar pranowo solusi konkret pantau hpk bukti komitmen serius sehat generasi sejahtera indonesia jaya ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Pranowo, concrete solutions for monitoring HPK, proof of serious commitment to a healthy, prosperous generation, Indonesia, Jaya, Ganjarmahfud, Ganjarpresident, the people, vote",0.8316,Positif
Sun Feb 04 23:57:34 +0000 2024,,ganjar,doa dukung jeli ganjar respons klarifikasi bangun argumen kuat,"prayer, support, be observant, reward response, clarify, build a strong argument",0.802,Positif
Sun Feb 04 23:57:30 +0000 2024,,ganjar,pilih ganjar sehat,choose healthy rewards,0.7003,Positif
Sun Feb 04 23:56:51 +0000 2024,,ganjar,lha ngasih contoh anies turun demo ganjar akan anies pling bener emank bener dukung aowowowkk,"Well, give an example of Anies taking part in a demonstration to retaliate against Anies, it's really true that I really support it aowowowkk",0.8218,Positif
Sun Feb 04 23:56:51 +0000 2024,,ganjar,harap ganjar mahfud lh menang,Please reward Mahfud lh win,0.8689,Positif
Sun Feb 04 23:56:50 +0000 2024,,ganjar,jateng kandang banteng mana partai usung ganjar bupati walkot partai dprd prov dprd kab kota bener op bilang,"Central Java's bullpen, which party is pushing to reward the regent's walkot party, Provincial DPRD, City District DPRD, right, op said",0.8442,Positif
Sun Feb 04 23:56:49 +0000 2024,,ganjar,curang kalah ganjar mahfud,cheating and losing Mahfud's reward,-0.3612,Negatif
Sun Feb 04 23:56:45 +0000 2024,,ganjar,menang indonesia damai dipimpi anies ganjar,Indonesia won peace led by Anies Ganjar,0.802,Positif
Sun Feb 04 23:56:45 +0000 2024,,ganjar,gas poll ganjar mahfud,gas poll reward mahfud,0.5719,Positif
Sun Feb 04 23:56:44 +0000 2024,she/they,ganjar,ganjaada emot hahahahhahaha,Ganjada is so hahahahahaha,0.0,Netral
Sun Feb 04 23:56:42 +0000 2024,Indonesia,ganjar,pa ganjar bansos data keliru coba pa kader pdi kejam banget ngembat duit saat pandemi covid,"PA rewards social assistance with wrong data, PDI cadres are really cruel in spending money during the Covid pandemic",-0.624,Negatif
Sun Feb 04 23:56:40 +0000 2024,,ganjar,deket rakyat kunci hasil pimpin ganjar ingat,"Close to the people is the key to the results of leadership, remember",0.0,Netral
Sun Feb 04 23:56:39 +0000 2024,Jakarta,ganjar,ahok mundur dukung ahokers kemaren tetiba dukung anies pindah dukung ganjar,Ahok stepped down from supporting Ahokers yesterday but suddenly he moved to supporting Anies to support Ganjar,0.8537,Positif
Sun Feb 04 23:56:35 +0000 2024,"West Java, Indonesia",ganjar,cek fakta ganjar naik gaji guru honorer jateng sesuai ump plus persen,check the facts about the salary increase for honorary teachers in Central Java according to the minimum wage plus percent,0.5719,Positif
Sun Feb 04 23:56:35 +0000 2024,indonesia,ganjar,ganjar presiden dekat rakyat salut sederhana,reward the president with the people with a simple salute,0.5719,Positif
Sun Feb 04 23:56:28 +0000 2024,,ganjar,desak alam ganjar yuk ges,"Come on, urge nature to reward you",0.5719,Positif
Sun Feb 04 23:56:27 +0000 2024,Indonesia,ganjar,semangat ganjar,spirit of reward,0.6597,Positif
Sun Feb 04 23:56:21 +0000 2024,Solok,ganjar,inisiatif bawa layan sehat desa langkah cerdas sukses ganjar mahfud ganjar pranowo baik rakyat ganjarmahfud ganjarpresidenrakyat coblos,"initiative to bring healthy services to the village, smart steps, success, Ganjar Mahfud Ganjar Pranowo, good people, Ganjarmahfud GanjarPresident, the people vote",0.9001,Positif
Sun Feb 04 23:56:18 +0000 2024,,ganjar,sosok pimpin sederhana ganjar makan mie ayam pinggir jalan asik,A simple leading figure is rewarded for eating cool roadside chicken noodles,0.6705,Positif
Sun Feb 04 23:56:16 +0000 2024,"Yogyakarta, Indonesia.",ganjar,anies ganjar kereeen gitu,Anies rewards coolness like that,0.6808,Positif
Sun Feb 04 23:56:13 +0000 2024,,ganjar,curang kalah ganjar mahfud,cheating and losing Mahfud's reward,-0.3612,Negatif
Sun Feb 04 23:56:12 +0000 2024,,ganjar,kayak ganjar prof mahfud bener bener tim oke dukung baik rakyat,"It's like rewarding Prof. Mahfud, the team really supports the people well",0.8687,Positif
Sun Feb 04 23:56:10 +0000 2024,,ganjar,ganjar hla face to face masyarakat,ganjar hla face to face society,0.0,Netral
Sun Feb 04 23:56:09 +0000 2024,,ganjar,asikk keren banget ganjar mahfud gama merdeka indonesia,It's really cool to reward Mahfud Gama for Indonesian independence,0.762,Positif
Sun Feb 04 23:56:02 +0000 2024,indonesia,ganjar,presiden rakyat ganjar pranowo pimpin teladan sederhana,People's President Ganjar Pranowo leads by a simple example,0.0,Netral
Sun Feb 04 23:56:02 +0000 2024,,ganjar,aja lngsung kejut dengar clossing ganjar,I was immediately shocked to hear the closing reward,0.34,Positif
Sun Feb 04 23:56:00 +0000 2024,,ganjar,ganjar hati got ma point that my maan,Ganjara was the point in Got in Mayan,0.0,Netral
Sun Feb 04 23:56:00 +0000 2024,a certified hater,ganjar,ala carte benernya sebenernya ken anies ganjar cok,"ala carte, in fact, Anies is really rewarded",0.5413,Positif
Sun Feb 04 23:56:00 +0000 2024,"Tangerang, Banten",ganjar,hati ganjar ketua senat biar aja ngomong,Be careful to reward the chairman of the senate for just talking,0.6486,Positif
Sun Feb 04 23:55:58 +0000 2024,she/her 18,ganjar,ganjar aowkwokqwoakowk,reward aowkwokqwoakowk,0.5719,Positif
Sun Feb 04 23:55:49 +0000 2024,,ganjar,anies cinta nabi layak presiden beliau gagal pindah hati ganjar,"Anies loves the prophet worthy of being president, but he fails to change his heart",0.7506,Positif
Sun Feb 04 23:55:48 +0000 2024,"Bogor Barat, Indonesia",ganjar,what the heck the riil cerdas kasih makan kasih makan kasih makan solusi yaaa lhaa gemoy solusi tuju anies tuju anies tuju ganjar tuju ganjar terusss ide astaghfirullah susah pilih,what the heck the real smart give feed give feed give give solution yaaa lhaa gemoy solution go to anies go to anies go to reward go to reward go on ideas astaghfirullah it's hard to choose,0.9231,Positif
